sentence,difficulty,wordnb,cognate,cognatenb,cognateratio
"Chaque soir, je lis un peu et je dors sur le divan.",A2,12,"['soir', 'je ', 'lis', 'un', 'peu ', 'et ', 'je ', 'dors', 'sur ', 'le ', 'divan']",11,0.9166666666666666
Je vais fermer la porte à clé par sécurité.,A2,9,"['je ', 'vais', 'fermer', 'la ', 'porte', 'clé', 'par']",7,0.7777777777777778
"Le dimanche, il se repose et en profite pour faire ses devoirs pour la semaine.",A2,15,"['le ', 'il ', 'se ', 'repose', 'et ', 'en ', 'pour', 'ses ', 'pour', 'la ']",10,0.6666666666666666
"Et après le film, je l'emmène dîner dans un restaurant romantique",A2,12,"['et ', 'après ', 'le ', 'film', 'je ', 'dans', 'un', 'restaurant', 'romantique']",9,0.75
L'inspecteur a trouvé des preuves.,A2,6,['des '],1,0.16666666666666666
Il y a un nouveau film avec son acteur préféré,A2,10,"['il ', 'y a ', 'a un', 'un', 'film', 'avec', 'son ']",7,0.7
Je n'arrive plus à dormir depuis quelques jours à cause de mes voisins et leurs travaux.,A2,17,"['je ', ""n'"", 'plus', 'dormir', 'jours', 'cause', 'de ', 'mes ', 'et ']",9,0.5294117647058824
L'histoire que je vais vous lire s'intitule Le berger et le Dragon.,A2,14,"['que', 'je ', 'vais', 'vous', 'lire', ""s'"", 'le ', 'berger', 'et ', 'le ', 'dragon']",11,0.7857142857142857
Il préfère quand les sommes ne sont pas arrondies,A2,11,"['il ', 'pré', 'fe', 're ', 'les ', 'sommes', 'ne ', 'sont', 'pas']",9,0.8181818181818182
Ma femme ma dit que tu es trés gentille.,A2,9,"['ma ', 'ma ', 'dit ', 'que', 'tu ', 'es ', 'gentille']",7,0.7777777777777778
"Hier, j'ai décidé de m'offrir une belle journée.",A2,10,"['hier', ""j'ai"", 'ai ', 'de ', ""m'"", 'une ', 'belle']",7,0.7
"La vie en France est très différente de celle au Canada. Ici, il fait toujours chaud.",A2,16,"['la ', 'vie', 'en ', 'france ', 'est ', 'de ', 'celle ', 'au ', 'canada', 'ici', 'il ', 'fait']",12,0.75
"A l'arrière, ils ont un jardin magnifique.",A2,8,"[""a l'"", 'ils ', 'ont ', 'un']",4,0.5
Elles étaient très amies mais l'une des deux est partie en Suède.,A2,13,"['elles ', 'amies', 'mais', 'une ', 'des ', 'deux', 'est ', 'partie', 'en ']",9,0.6923076923076923
"Dans les campagnes, c'est différent !",A2,6,"['dans', 'les ', ""c'"", 'est ']",4,0.6666666666666666
Je suis bien contente que tu aies apprécié cette histoire.,A2,10,"['je ', 'suis', 'bien', 'que', 'tu ', 'aies']",6,0.6
"Nous les jeunes aujourd'hui on veut être plus écoutés ; on veut que l'école nous prépare à trouver du boulot, enfin du travail, quoi.",A2,25,"['nous', 'les ', 'aujourd', 'hui', 'on ', 'veut', 'plus', 'on ', 'veut', 'que', 'nous', 'du ', 'boulot', 'du ', 'quoi']",15,0.6
"N'hésitez plus et prenez contact avec nous, vous allez vivre l'expérience la plus inoubliable de votre vie.",A2,19,"[""n'"", 'plus', 'et ', 'prenez', 'avec', 'nous', 'vous', 'la ', 'plus', 'de ', 'votre', 'vie']",12,0.631578947368421
"Grâce à un bienfaiteur, Julien a grandi dans une famille qui s'est occupée de lui et qui l'a éduqué.",A2,21,"['un', 'bienfaiteur', 'grandi', 'dans', 'une ', 'qui', ""s'"", 'est ', 'de ', 'lui ', 'et ', 'qui', ""l'a ""]",13,0.6190476190476191
"J'ai voulu lui offrir le café mais Marie n'a pas voulu : ""chacun sa part"".",A2,16,"[""j'ai"", 'ai ', 'lui ', 'le ', 'café', 'mais', ""n'a "", 'a pas ', 'pas', 'sa ', 'part']",11,0.6875
Le public n'a pas reconnu son talent.,A2,8,"['le ', 'public', ""n'a "", 'a pas ', 'pas', 'son ']",6,0.75
On aura beaucoup de travail jusqu'au mois de mai.,A2,10,"['on ', 'aura', 'de ', 'jusqu', 'au ', 'mois', 'de ', 'mai']",8,0.8
"En effet, même si vous ne souhaitez pas acheter quelque chose, il est toujours intéressant de passer du temps dans les centres commerciaux",A2,23,"['en ', 'même', 'si ', 'vous', 'ne ', 'pas', 'il ', 'est ', 'de ', 'du ', 'temps', 'dans', 'les ', 'centres']",14,0.6086956521739131
Qui est déjà monté à cheval ?,A2,6,"['qui', 'est ', 'déjà', 'monté', 'cheval']",5,0.8333333333333334
A qui le pacha vient en aide ?,A2,7,"['qui', 'le ', 'pacha ', 'en ', 'aide']",5,0.7142857142857143
Je me sens très bien dans ma nouvelle maison !,A2,10,"['je ', 'me ', 'sens', 'tre', 's bien', 'bien', 'dans', 'ma ']",8,0.8
"Samedi dernier, j'ai passé la journée à Paris avec mon frère",A2,12,"[""j'ai"", 'ai ', 'passé', 'la ', 'paris ', 'avec', 'mon']",7,0.5833333333333334
"Ensuite, je suis sorti.",A2,4,"['je ', 'suis']",2,0.5
Il ne pourra pas rentrer en boîte de nuit puisqu'il a perdu sa carte d'identité.,A2,17,"['il ', 'ne ', 'pas', 'en ', 'de ', 'nuit', 'il ', 'sa ', 'carte']",9,0.5294117647058824
Il accepte de le cacher dans sa poitrine.,A2,8,"['il ', 'de ', 'le ', 'cacher', 'dans', 'sa ']",6,0.75
"Ce soir, il perd de sa puissance",A2,7,"['ce ', 'soir', 'il ', 'perd', 'de ', 'sa ']",6,0.8571428571428571
"Au centre de la grotte il y avait un trône , et sur ce trône il y avait un serpent immense.",A2,20,"['au ', 'centre', 'de ', 'la ', 'grotte', 'il ', 'un', 'et ', 'sur ', 'ce ', 'il ', 'un', 'serpent']",13,0.65
Ils ont fait une grande fête à chaque année.,A2,9,"['ils ', 'ont ', 'fait', 'une ', 'fête']",5,0.5555555555555556
Serveur : y a-t-il un problème avec votre table ?,A2,10,"['y a-', 'a-t-', 't-il', 'il ', 'un', 'avec', 'votre']",7,0.7
"Si vous voulez attendre au bar, on vous appellera quand ce sera prêt.",A2,13,"['si ', 'vous', 'au ', 'bar', 'on ', 'vous', 'ce ', 'sera']",8,0.6153846153846154
Elle était heureuse,A2,3,['elle'],1,0.3333333333333333
"A l'intérieur de ma maison, il y a un grand salon avec une table et quatre chaises pour accueillir mes amis",A2,23,"[""a l'"", 'inte', 'rieur', 'de ', 'ma ', 'il ', 'y a ', 'a un', 'un', 'grand', 'avec', 'une ', 'et ', 'chaises', 'pour', 'accueillir', 'mes ', 'amis']",18,0.782608695652174
Le choix de l'hôtel dépend bien sûr de votre budget mais aussi de vos envies.,A2,16,"['le ', 'choix', 'de ', 'bien', 'sûr ', 'de ', 'votre', 'mais', 'aussi ', 'de ', 'vos ', 'envies']",12,0.75
Le 8 mai est la fête de la Victoire.,A2,9,"['le ', 'mai ', 'est ', 'la ', 'fête', 'de ', 'la ']",7,0.7777777777777778
Je viens d'emménager dans ma nouvelle maison,A2,9,"['je ', 'emme', 'nager', 'dans', 'ma ']",5,0.5555555555555556
Y a moyen de moyenner.,A2,5,"['y a ', 'de ']",2,0.4
Je vais me promener dans le parc avec mon camarade.,A2,10,"['je ', 'vais', 'me ', 'promener', 'dans', 'le ', 'parc', 'avec', 'mon', 'camarade']",10,1.0
J'ai beaucoup aimé le film sur les abeilles.,A2,9,"[""j'ai"", 'ai ', 'le ', 'film', 'sur ', 'les ', 'abeilles']",7,0.7777777777777778
Je vais aller prendre du pain à la boulangerie pour le petit-dejeuner.,A2,13,"['je ', 'vais', 'aller ', 'du ', 'pain', 'la ', 'boulangerie', 'pour', 'le ', 'petit-', 'dejeuner']",11,0.8461538461538461
Je viens d'emménager dans ma nouvelle maison.,A2,8,"['je ', 'dans', 'ma ']",3,0.375
C'est la question que se pose Grégoire.,A2,8,"[""c'"", 'est ', 'la ', 'que', 'se ', 'pose']",6,0.75
Tu as rempli le pot d'eau et tu as mis des glaçons.,A2,13,"['tu ', 'as ', 'rempli', 'le ', 'pot ', ""d'eau"", 'eau ', 'et ', 'tu ', 'as ', 'mis ', 'des ']",12,0.9230769230769231
Il décide d'aller voir de plus près . Vous avez choisi votre plus beau fauteuil ?,A2,15,"['il ', 'aller ', 'voir', 'de ', 'plus', 'vous', 'avez', 'choisi', 'votre', 'plus', 'beau', 'fauteuil']",12,0.8
"Pourtant, Grégoire est loin d'être un idiot, il est même plein de de talents !",A2,15,"['est ', 'loin', 'un', 'idiot', 'il ', 'est ', 'même', 'plein ', 'de ', 'de ', 'talents']",11,0.7333333333333333
Je te donne ma réponse demain,A2,6,"['je ', 'te ', 'ma ']",3,0.5
"Vivement que tout soit fini, que le village redevienne ce qu'il était.",A2,13,"['que', 'tout', 'soit', 'fini', 'que', 'le ', 'ce ', ""qu'"", 'il ']",9,0.6923076923076923
Il ne tient pas sa promesse car il est tourmenté par sa femme et le magicien.,A2,16,"['il ', 'ne ', 'pas', 'sa ', 'car ', 'il ', 'est ', 'par', 'sa ', 'et ', 'le ', 'magicien']",12,0.75
"Donc, juste dans ma zone personnelle, donc, je fais la mise en place pour une centaine de clients ce soir",A2,20,"['donc', 'juste', 'dans', 'ma ', 'zone', 'donc', 'je ', 'fais', 'la ', 'mise', 'en ', 'place ', 'pour', 'une ', 'centaine', 'de ', 'clients', 'ce ', 'soir']",19,0.95
Je suis devenue très copine avec la fille de 14 ans.,A2,11,"['je ', 'suis', 'avec', 'la ', 'de ', 'ans']",6,0.5454545454545454
"Elle est arrivée le jour de la rentrée, le 5 septembre.",A2,11,"['elle', 'est ', 'le ', 'jour ', 'de ', 'la ', 'le ']",7,0.6363636363636364
"Ils sont trop mignons Mon préféré est noir et blanc, et il s'appelle",A2,14,"['ils ', 'sont', 'trop', 'mignons', 'mon', 'est ', 'noir', 'et ', 'et ', 'il ', ""s'""]",11,0.7857142857142857
"Le soir, je suis rentré vraiment fatigué mais heureux.",A2,9,"['le ', 'soir', 'je ', 'suis', 'rentré', 'mais']",6,0.6666666666666666
"On le fête avec ses amis ou sa famille, et on souhaite ""bonne année !"" à ses proches.",A2,17,"['on ', 'le ', 'fête', 'avec', 'ses ', 'amis', 'sa ', 'et ', 'on ', 'ses ']",10,0.5882352941176471
Vous avez bien étudié et vous avez réussi facilement.,A2,9,"['vous', 'avez', 'bien', 'et ', 'vous', 'avez']",6,0.6666666666666666
Hier s'est terminé le Salon de la pâtisserie de Paris.,A2,11,"['hier', ""s'"", 'est ', 'le ', 'de ', 'la ', 'de ', 'paris']",8,0.7272727272727273
Êtes-vous prêts à découvrir cette histoire de Noël ?,A2,9,"['vous', 'de ', 'noël']",3,0.3333333333333333
"Bref : réfléchir à l'utilisation que vous allez en avoir et non pas en fonction du prix, même mini !",A2,19,"['bref', 'que', 'vous', 'en ', 'et ', 'non ', 'pas', 'en ', 'du ', 'prix', 'même', 'mini']",12,0.631578947368421
"Il doit faire quelques courses, il compte aussi faire un peu de rangement.",A2,13,"['il ', 'doit', 'il ', 'compte', 'aussi ', 'un', 'peu ', 'de ', 'rangement']",9,0.6923076923076923
Si tu veux tu peux aussi m'appeler ; je suis chez moi vers 20 h 30.,A2,16,"['si ', 'tu ', 'veux', 'tu ', 'peux', 'aussi ', ""m'"", 'je ', 'suis', 'chez', 'moi', 'vers']",12,0.75
"Serveur : je vais leur demander de se calmer, pour que vous puissiez profiter de votre repas dans le calme.",A2,19,"['je ', 'vais', 'leur', 'de ', 'se ', 'calmer', 'pour', 'que', 'vous', 'puissiez', 'de ', 'votre', 'repas ', 'dans', 'le ']",15,0.7894736842105263
Les vacances approchent et j'aimerais bien te voir !,A2,9,"['les ', 'et ', ""j'"", 'bien', 'te ', 'voir']",6,0.6666666666666666
Elles font des cracracracracraaa ! Et moi j'en fais autant : on s'amuse !,A2,13,"['elles ', 'font', 'des ', 'et ', 'moi', ""j'en"", 'en ', 'fais', 'on ', ""s'"", 'amuse']",11,0.8461538461538461
Elle a dansé toute la nuit.,A2,6,"['elle', 'la ', 'nuit']",3,0.5
Je vais parler au serveur et voir si on peut déplacer les tables.,A2,13,"['je ', 'vais', 'au ', 'et ', 'voir', 'si ', 'on ', 'peut', 'les ']",9,0.6923076923076923
Pourquoi le berger ne tient-il pas sa promesse ?,A2,9,"['le ', 'berger', 'ne ', 'il ', 'pas', 'sa ']",6,0.6666666666666666
Mon frère Patrice est plus jeune que moi.,A2,8,"['mon', 'patrice', 'est ', 'plus', 'que', 'moi']",6,0.75
"Elle n'est pas très grande, elle est toute mince, elle a la peau brune et de très grands yeux clairs remplis de lumière.",A2,24,"['elle', ""n'"", 'est ', 'pas', 'elle', 'est ', 'elle', 'a la', 'la ', 'peau', 'brune', 'et ', 'de ', 'clairs', 'remplis', 'de ']",16,0.6666666666666666
Vous avez été une femme très admirée à l'époque.,A2,10,"['vous', 'avez', 'une ']",3,0.3
"Quand la tarte est cuite, la sortir du four et la retourner pour la servir.",A2,15,"['la ', 'tarte ', 'est ', 'cuite', 'la ', 'du ', 'four', 'et ', 'la ', 'pour', 'la ']",11,0.7333333333333333
On partait de bonne heure pour ne pas être coincés dans les embouteillages,A2,13,"['on ', 'de ', 'pour', 'ne ', 'pas', 'dans', 'les ']",7,0.5384615384615384
C'est le mot d'ordre d'Epic écrit en grand au début du premier numéro,A2,16,"[""c'"", 'est ', 'le ', 'mot', 'ordre ', 'epic', 'en ', 'grand', 'au ', 'du ', 'numéro']",11,0.6875
Comment le Berger arrive-t-il à sortir de la grotte ?,A2,11,"['comment ', 'le ', 'berger', 't-il', 'il ', 'de ', 'la ', 'grotte']",8,0.7272727272727273
mais aussi des fraisiers : je me régale et je fais le plein de vitamines J'espère que tu passes de bonnes vacances à Limoges,A2,24,"['mais', 'aussi ', 'des ', 'je ', 'me ', 'et ', 'je ', 'fais', 'le ', 'plein ', 'de ', 'vitamines', ""j'"", 'espère', 'que', 'tu ', 'de ', 'limoges']",18,0.75
"En plus, il y avait le grand parasol qui prenait toute la place",A2,13,"['en ', 'plus', 'il ', 'le ', 'grand', 'parasol', 'qui', 'la ']",8,0.6153846153846154
Alexandre a bu beaucoup de café et n'a pas beaucoup dormi cette semaine,A2,14,"['a bu', 'bu', 'de ', 'café', 'et ', ""n'a "", 'a pas ', 'pas', 'dormi']",9,0.6428571428571429
Je suis arrivé en retard à mon rendez-vous quotidien.,A2,10,"['je ', 'suis', 'en ', 'retard', 'mon', 'vous']",6,0.6
"Désolé pour le retard, nous sommes très occupés ce soir.",A2,10,"['pour', 'le ', 'retard', 'nous', 'sommes', 'ce ', 'soir']",7,0.7
"""avoir compassion de"" signifie ""avoir de la pitié, de la sympathie"" envers quelqu'un.",A2,14,"['compassion', 'de ', 'la ', 'de ', 'la ', 'quelqu', 'un']",7,0.5
La cuisine est la pièce préférée de ma maison,A2,13,"['la ', 'est ', 'la ', 'pie', 'ce ', 'pré', 'fe', 'ré', 'e de', 'de ', 'ma ']",11,0.8461538461538461
J'ai conseillé à ma soeur d'aller dans cette école privée.,A2,12,"[""j'ai"", 'ai ', 'ma ', 'soeur', 'aller ', 'dans']",6,0.5
Je suis allée voir un film d'humour en plein air avec mon petit copain.,A2,15,"['je ', 'suis', 'voir', 'un', 'film', 'en ', 'plein ', 'air ', 'avec', 'mon', 'petit ', 'copain']",12,0.8
Vous devez revenir au bureau pour la réunion avec le directeur de l'entreprise Nysol.,A2,15,"['vous', 'au ', 'bureau', 'pour', 'la ', 'avec', 'le ', 'de ']",8,0.5333333333333333
"Le lundi, David reste toute la journée à l'école.",A2,10,"['le ', 'reste ', 'la ']",3,0.3
L'ascenseur est en panne.,A2,5,"['ascenseur', 'est ', 'en ', 'panne']",4,0.8
"À la Une ce soir, la condamnation de Nicolas Sarkozy.",A2,10,"['la ', 'une ', 'ce ', 'soir', 'la ', 'de ', 'nicolas ', 'sarkozy']",8,0.8
"Puis, plus grand, je découvrais les métiers de policier et d'avocat dans un film",A2,17,"['puis', 'plus', 'grand', 'je ', 'dé', 'les ', 'mé', 'tiers ', 'de ', 'policier', 'et ', 'dans', 'un', 'film']",14,0.8235294117647058
C'est ce que font très bien les photographes documentaires,A2,10,"[""c'"", 'est ', 'ce ', 'que', 'font', 'bien', 'les ', 'photographes', 'documentaires']",9,0.9
"Il était temps pour eux de migrer vers l'Afrique, en attendant le prochain été.",A2,15,"['il ', 'temps', 'pour', 'eux', 'de ', 'vers', 'en ', 'le ']",8,0.5333333333333333
Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.,A2,18,"['il ', 'y a ', 'deux', 'soit', 'son ', 'accent', 'lui ', 'connu', 'et ', 'ce ', 'sera', 'bien']",12,0.6666666666666666
"Pendant une heure et demie, Théo peut penser à autre chose qu'à l'école et s'amuser avec ses amis",A2,21,"['une ', 'et ', 'peut', ""qu'"", 'et ', ""s'"", 'amuser', 'avec', 'ses ', 'amis']",10,0.47619047619047616
"Pour avoir plus d'informations, tu peux venir voir le médecin de l'école tous les jours au bureau 4B, au 4e étage.",A2,23,"['pour', 'plus', 'tu ', 'peux', 'voir', 'le ', 'de ', 'tous', 'les ', 'jours', 'au ', 'bureau', 'au ']",13,0.5652173913043478
"Excusez-moi, serait-il possible de changer de table ?",A2,9,"['excusez', 'moi', 'il ', 'de ', 'de ']",5,0.5555555555555556
Tu était déjà allé voir cette pièce de théâtre ?,A2,9,"['tu ', 'déjà', 'allé', 'voir', 'de ']",5,0.5555555555555556
"Quand on était petit, on apprenait à marcher.",A2,8,"['on ', 'on ']",2,0.25
Je suis contente que cette histoire t'ait plu.,A2,9,"['je ', 'suis', 'que', ""t'"", 'ait ', 'plu']",6,0.6666666666666666
La femme a finalement réussi à sortir du trou.,A2,9,"['la ', 'du ', 'trou']",3,0.3333333333333333
"Mesdames, messieurs, votre attention s'il vous plaît.",A2,8,"['mesdames', 'votre', ""s'il"", 'il ', 'vous']",5,0.625
l'école doit nous préparer à affronter ce monde.,A2,9,"['doit', 'nous', 'affronter', 'ce ']",4,0.4444444444444444
C'est en tout cas ce que pensait Capek dans son livre fondateur.,A2,13,"[""c'"", 'est ', 'en ', 'tout', 'cas ', 'ce ', 'que', 'capek', 'dans', 'son ']",10,0.7692307692307693
Un héritier : un héritier est une personne qui reçoit des droits ou un patrimoine après la mort d'une personne.,A2,20,"['un', 'un', 'est ', 'une ', 'qui', 'des ', 'droits', 'un', 'après ', 'la ', 'mort', 'une ']",12,0.6
"Merci Gaio, Ne t'inquiète pas, fais à ton rythme.",A2,10,"['merci ', 'gaio', 'ne ', ""t'"", 'pas', 'fais', 'ton ']",7,0.7
Marie m'a téléphoné et elle m'a rejoint.,A2,9,"[""m'a"", 'et ', 'elle', ""m'a""]",4,0.4444444444444444
"La seule personne qui le comprenne vraiment, c'est son grand-père, avec lequel il passe de longues heures à bricoler dans la petite maison du jardin.",A2,27,"['la ', 'qui', 'le ', ""c'"", 'est ', 'son ', 'grand', 'père', 'avec', 'il ', 'passe', 'de ', 'dans', 'la ', 'petite', 'du ']",16,0.5925925925925926
"Une vieille dame : Celle-ci, c'est la Harco, là-bas dans le fond, c'est la Coucou de Rennes",A2,20,"['une ', 'vieille', 'dame', 'celle-', ""c'"", 'est ', 'la ', 'bas ', 'dans', 'le ', 'fond', ""c'"", 'est ', 'la ', 'coucou', 'de ']",16,0.8
Vincent cherche une idée de cadeau pour le départ de sa collègue de bureau,A2,14,"['vincent', 'une ', 'de ', 'cadeau', 'pour', 'le ', 'départ', 'de ', 'sa ', 'de ', 'bureau']",11,0.7857142857142857
Personne n'a échoué: ils ont tous réussi.,A2,8,"[""n'a "", 'ils ', 'ont ', 'tous']",4,0.5
Je te dis à très bientôt pour une rentrée des classes en pleine forme !,A2,14,"['je ', 'te ', 'dis ', 'pour', 'une ', 'des ', 'classes', 'en ', 'pleine', 'forme']",10,0.7142857142857143
La cuillère n'existe pas.,A2,5,"['la ', ""n'"", 'pas']",3,0.6
"A quel animal, le berger demande-t-il de l'aide ?",A2,11,"['quel', 'animal', 'le ', 'berger', 't-il', 'il ', 'de ', 'aide']",8,0.7272727272727273
"C'est déjà le lundi, et toute la semaine recommence",A2,11,"[""c'"", 'est ', 'dé', 'ja', 'le ', 'et ', 'la ', 'recommence']",8,0.7272727272727273
La grange était en feu.,A2,5,"['la ', 'grange', 'en ', 'feu']",4,0.8
Je me souviens d'une anecdote en particulier.,A2,8,"['je ', 'me ', 'souviens', 'une ', 'anecdote', 'en ']",6,0.75
"Andrew : mon Dieu, les gens à la table à côté de la nôtre crient.",A2,14,"['mon', 'dieu', 'les ', 'gens', 'la ', 'côté', 'de ', 'la ', 'crient']",9,0.6428571428571429
"Le frère de Stéphane peut venir les rechercher à l'aéroport le 26/11, mais malheureusement, il a refusé de les y conduire.",A2,23,"['le ', 'de ', 'peut', 'les ', 'le ', 'mais', 'il ', 'de ', 'les ']",9,0.391304347826087
"Le soir venu, il faut rentrer en prenant le même chemin que le matin",A2,15,"['le ', 'soir', 'venu', 'il ', 'faut', 'en ', 'le ', 'mê', 'me ', 'chemin', 'que', 'le ']",12,0.8
"Après son repas, il retourne à la salle de bain pour se brosser les dents et pour aller aux toilettes.",A2,20,"['après ', 'son ', 'il ', 'la ', 'salle ', 'de ', 'bain', 'pour', 'se ', 'les ', 'dents', 'et ', 'pour', 'aller ', 'aux', 'toilettes']",16,0.8
"Non, ne sors pas jouer sans protection !",A2,7,"['non', 'ne ', 'sors', 'pas', 'sans', 'protection']",6,0.8571428571428571
"Un roman émouvant, où il est question d'apprendre à vivre, de trouver sa place parmi les autres.",A2,18,"['un', 'il ', 'est ', 'de ', 'sa ', 'place ', 'parmi ', 'les ']",8,0.4444444444444444
Tu prenais une douche et tu allais au lit.,A2,9,"['tu ', 'une ', 'douche', 'et ', 'tu ', 'allais', 'au ', 'lit']",8,0.8888888888888888
Nous avions besoin d'aide.,A2,5,"['nous', 'besoin', 'aide']",3,0.6
Elle a dû faire beaucoup de rééducation mais elle est presque rétablie maintenant.,A2,13,"['elle', 'de ', 'mais', 'elle', 'est ']",5,0.38461538461538464
"Oui, prenons-en pour le trajet!",A2,6,"['oui', 'en ', 'pour', 'le ']",4,0.6666666666666666
Je n'ai pas beaucoup d'occasions d'écouter les chansons modernes.,A2,12,"['je ', ""n'ai"", 'ai ', 'pas', 'les ', 'chansons']",6,0.5
Votre façon de raconter des histoires est vraiment magnifique.,A2,9,"['votre', 'de ', 'des ', 'est ']",4,0.4444444444444444
Il y avait deux enfants de 14 et 11 ans.,A2,10,"['il ', 'deux', 'de ', 'et ', 'ans']",5,0.5
Mais les jeunes ils attendent ça depuis longtemps.,A2,8,"['mais', 'les ', 'ils ', 'attendent']",4,0.5
